Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Author age (time of writing);Posthumous;Publication statement
DEU083;Sack, Gustav;Paralyse;1914;1914;"First edition: 1913-1914; print edition: NA";texts/DEU083.xml;23323;German;http://d-nb.info/gnd/118750607;male;1885;1916;short;1900-1920;ELTeC-deu;1914;;;;;;;low;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU084;May, Karl;Ardistan und Dschinnistan II;1909;1909;;texts/DEU084.xml;205246;German;http://d-nb.info/gnd/118818651;male;1842;1912;long;1900-1920;ELTeC-deu;1909;;1909;;;;;high;67;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU085;Ganghofer, Ludwig;Der Ochsenkrieg;1914;1914;;texts/DEU085.xml;212235;German;http://d-nb.info/gnd/118537490;male;1855;1920;long;1900-1920;ELTeC-deu;1914;;1959;;;;;high;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU086;Meysenbug, Malwida Freiin von;Himmlische und irdische Liebe;1905;1905;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/DEU086.xml;45345;German;http://d-nb.info/gnd/1014784034;female;1861;1903;short;1900-1920;ELTeC-deu;1905;;1922;;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU087;Heyking, Elisabeth von;Briefe, die ihn nicht erreichten;1902;1902;;texts/DEU087.xml;56322;German;http://d-nb.info/gnd/104359080;female;1861;1925;medium;1900-1920;ELTeC-deu;1902;;1903;;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU088;Fontane, Theodor;Mathilde Möhring;1906;1906;;texts/DEU088.xml;40323;German;http://d-nb.info/gnd/118534262;male;1819;1898;short;1900-1920;ELTeC-deu;1906;;1973;;;;;high;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU089;Wille, Bruno;Die Abendburg;1909;1909;;texts/DEU089.xml;178800;German;http://d-nb.info/gnd/11863318X;male;1860;1928;long;1900-1920;ELTeC-deu;1909;;1909;;;;;low;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU090;Reventlow, Franziska Gräfin zu;Von Paul zu Pedro;1912;1912;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/DEU090.xml;25015;German;http://d-nb.info/gnd/118600044;female;1871;1918;short;1900-1920;ELTeC-deu;1912;;1976;;;;;high;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU091;Schnitzler, Arthur;Casanovas Heimfahrt;1918;1918;;texts/DEU091.xml;43407;German;http://d-nb.info/gnd/118609807;male;1862;1931;short;1900-1920;ELTeC-deu;1918;;1961;;;;;high;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU092;Sudermann, Hermann;Jons und Erdme;1923;1923;;texts/DEU092.xml;48607;German;http://d-nb.info/gnd/118619853;male;1857;1928;short;1900-1920;ELTeC-deu;;;1923;;;;;low;66;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU093;Christ, Lena;Madam Bäurin;1920;1920;;texts/DEU093.xml;42418;German;http://d-nb.info/gnd/118520555;female;1881;1920;short;1900-1920;ELTeC-deu;1920;;1972;;;;;high;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU094;Schnitzler, Arthur;Der Weg ins Freie;1908;1908;;texts/DEU094.xml;144932;German;http://d-nb.info/gnd/118609807;male;1862;1931;long;1900-1920;ELTeC-deu;1908;;1961;;;;;high;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU095;Ball, Hugo;Flammetti;1918;1918;;texts/DEU095.xml;58233;German;http://d-nb.info/gnd/118506234;male;1886;1927;medium;1900-1920;ELTeC-deu;1918;;1975;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU096;Meyrink, Gustav;Der Golem;1915;1915;;texts/DEU096.xml;90790;German;http://d-nb.info/gnd/118582046;male;1868;1932;medium;1900-1920;ELTeC-deu;1915;;1917;;;;;high;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU097;Keyserling, Eduard von;Wellen;1911;1911;;texts/DEU097.xml;54745;German;http://d-nb.info/gnd/118561812;male;1855;1918;medium;1900-1920;ELTeC-deu;1911;;1922;;;;;high;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU098;Reventlow, Franziska Gräfin zu;Herrn Dames Aufzeichnungen;1913;1913;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/DEU098.xml;41778;German;http://d-nb.info/gnd/118600044;female;1871;1918;short;1900-1920;ELTeC-deu;1913;;1976;;;;;high;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU099;Christ, Lena;Mathias Bichler;1914;1914;;texts/DEU099.xml;81921;German;http://d-nb.info/gnd/118520555;female;1881;1920;medium;1900-1920;ELTeC-deu;1914;;1972;;;;;high;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
DEU100;Ebner-Eschenbach, Marie von;Agave;1880;1880;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/DEU100.xml;51704;German;http://d-nb.info/gnd/118528661;female;1830;1916;medium;1900-1920;ELTeC-deu;;;;;;;;high;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18400;Trollope, Frances Milton;The Life and Adventures of Michael Armstrong;1840;1840;;texts/ENG18400_Trollope.xml;207300;English;https://viaf.org/viaf/34551336;female;1780;1863;long;1840-1859;ELTeC-eng;;;1840;;;;;low;60;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18410;Sinclair, Catherine;Modern Flirtations: or, A Month at Harrowgate;1841;1841;;texts/ENG18410_Sinclair.xml;188876;English;https://viaf.org/viaf/37692813/;female;1800;1864;long;1840-1859;ELTeC-eng;1841;;;;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18411;Tupper, Martin Farquhar;The Twins: A Domestic Novel;1844;1844;;texts/ENG18411_Tupper.xml;34573;English;https://viaf.org/viaf/44385259/;male;1810;1889;short;1840-1859;ELTeC-eng;1844;;;;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18440;Disraeli, Benjamin;Coningsby: or, The New Generation;1844;1844;;texts/ENG18440_Disraeli.xml;159046;English;https://viaf.org/viaf/49233448/;male;1804;1881;long;1840-1859;ELTeC-eng;1844;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18450;Disraeli, Benjamin;Sybil, Or the Two Nations;1845;1845;;texts/ENG18450_Disraeli.xml;158160;English;https://viaf.org/viaf/49233448/;male;1804;1881;long;1840-1859;ELTeC-eng;1845;;;;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18460;Reynolds, George William McArthur;The mysteries of London;1846;1846;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/ENG18460_Reynolds.xml;839895;English;https://viaf.org/viaf/72764995/;male;1814;1879;long;1840-1859;ELTeC-eng;1846;;;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18470;Aguilar, Grace;Home Influence: A Tale for Mothers and Daughters;1847;1847;;texts/ENG18470_Aguilar.xml;171250;English;https://viaf.org/viaf/7628015/;female;1816;1847;long;1840-1859;ELTeC-eng;1847;;;;;;;low;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18471;Brontë, Emily;Wuthering Heights;1847;1847;;texts/ENG18471_Bronte.xml;115398;English;https://viaf.org/viaf/97097302/;female;1818;1848;long;1840-1859;ELTeC-eng;1847;;;;;;;high;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18480;Thackeray, William Makepeace;Vanity Fair: A Novel without a Hero;1848;1848;;texts/ENG18480_Thackeray.xml;298740;English;https://viaf.org/viaf/95208604/;male;1811;1863;long;1840-1859;ELTeC-eng;1848;;;New York: P.F. Collier & Son, 1917;;;;high;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18481;Dickens, Charles;Dombey and Son;1848;1848;;texts/ENG18481_Dickens.xml;348793;English;https://viaf.org/viaf/88666393/;male;1812;1870;long;1840-1859;ELTeC-eng;1848;;;Oxford Text Archive;;;;high;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18482;Gaskell, Elizabeth Cleghorn;Mary Barton: A Tale of Manchester Life;1848;1848;;texts/ENG18482_Gaskell.xml;161538;English;https://viaf.org/viaf/39377536/;female;1810;1865;long;1840-1859;ELTeC-eng;1848;;;;;;;high;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18490;Skene, Felicia;The Inheritance of Evil;1849;1849;;texts/ENG18490_Skene.xml;39873;English;https://viaf.org/viaf/26018946/;female;1821;1899;short;1840-1859;ELTeC-eng;1849;;;Digital Library Program, Indiana University;;;;low;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18500;Ainsworth, William Harrison;Auriol, or The elixir of life;1850;1850;;texts/ENG18500_Ainsworth.xml;46373;English;https://viaf.org/viaf/46894596/;male;1805;1882;short;1840-1859;ELTeC-eng;1850;2015-12-11;;eBooks@Adelaide;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18510;Kingsley, Charles;Yeast: A Problem;1851;1851;;texts/ENG18510_Kingsley.xml;95902;English;https://viaf.org/viaf/27081838/;male;1819;1875;medium;1840-1859;ELTeC-eng;1851;2003-12-02;;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18530;Dickens, Charles;Bleak House;1853;1853;;texts/ENG18530_Dickens.xml;325604;English;https://viaf.org/viaf/88666393/;male;1812;1870;long;1840-1859;ELTeC-eng;1853;;;;;;;high;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18531;Yonge, Charlotte Mary;The Heir of Redclyffe;1853;1853;;texts/ENG18531_Yonge.xml;233764;English;https://viaf.org/viaf/71399881/;female;1823;1901;long;1840-1859;ELTeC-eng;1853;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18540;Dickens, Charles;Hard Times: For These Times;1854;1854;;texts/ENG18540_Dickens.xml;104105;English;https://viaf.org/viaf/88666393/;male;1812;1870;long;1840-1859;ELTeC-eng;1854;;1905;;;;;high;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18551;Trollope, Anthony;The Warden;1855;1855;;texts/ENG18551_Trollope.xml;71911;English;https://viaf.org/viaf/61683295/;male;1815;1882;medium;1840-1859;ELTeC-eng;1855;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;high;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18552;Kavanagh, Julia;Rachel Gray;1856;1856;;texts/ENG18552_Kavanagh.xml;48639;English;https://viaf.org/viaf/89854315/;female;1824;1877;short;1840-1859;ELTeC-eng;1856;;;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18560;Yonge, Charlotte Mary;The Daisy Chain;1856;1856;;texts/ENG18560_Yonge.xml;296590;English;https://viaf.org/viaf/71399881/;female;1823;1901;long;1840-1859;ELTeC-eng;1856;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18570;Brontë, Charlotte;The Professor: A Tale;1857;1857;;texts/ENG18570_Bronte.xml;87978;English;https://viaf.org/viaf/71388025/;female;1816;1855;medium;1840-1859;ELTeC-eng;1857;;;;;;;high;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18600;Clive, Caroline Wigley;Why Paul Ferroll Killed His Wife;1860;1860;;texts/ENG18600_Clive.xml;56726;English;https://viaf.org/viaf/3337325/;female;1801;1873;medium;1860-1879;ELTeC-eng;1860;;;Digital Library Program, Indiana University;;;;low;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18610;Eliot, George;Silas Marner: The Weaver of Raveloe;1861;1861;Eliot, George [pseud.] ;texts/ENG18610_Eliot.xml;71043;English;https://viaf.org/viaf/89000553/;female;1819;1880;medium;1860-1879;ELTeC-eng;1861;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;high;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18621;Braddon, Mary Elizabeth;Lady Audley's Secret;1862;1862;;texts/ENG18621_Braddon.xml;148971;English;https://viaf.org/viaf/66826682/;female;1835;1915;long;1860-1879;ELTeC-eng;1862;;;;;;;high;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18630;Craik, Dinah Maria;Mistress and Maid;1862;1862;;texts/ENG18630_Craik.xml;109497;English;https://viaf.org/viaf/46793285/;female;1826;1887;long;1860-1879;ELTeC-eng;1862;;;;;;;low;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18632;Reade, Charles;Hard Cash. A matter of fact romance;1863;1863;;texts/ENG18632_Reade.xml;259251;English;https://viaf.org/viaf/44314913/;male;1814;1884;long;1860-1879;ELTeC-eng;1863;;1895;;;;;low;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18640;Blackmore, Richard Doddridge;Clara Vaughan;1864;1864;;texts/ENG18640_Blackmore.xml;195823;English;https://viaf.org/viaf/59105182/;male;1825;1900;long;1860-1879;ELTeC-eng;1864;;;;;;;low;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18641;Stretton, Hesba;Fern's Hollow;1864;1864;"author not anonym based upon the tei xml; details of the author added based upon the tei xml ;pseudonym: Sara Smith";texts/ENG18641_Stretton.xml;44735;English;https://viaf.org/viaf/29892399/;female;1832;1911;short;1860-1879;ELTeC-eng;1864;;;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18650;Trollope, Anthony;Can You Forgive Her?;1865;1865;;texts/ENG18650_Trollope.xml;305740;English;https://viaf.org/viaf/61683295/;male;1815;1882;long;1860-1879;ELTeC-eng;1865;2011-11-19;;;;;;high;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18651;Yonge, Charlotte Mary;The Clever Woman of the Family;1865;1865;;texts/ENG18651_Yonge.xml;181915;English;https://viaf.org/viaf/71399881/;female;1823;1901;long;1860-1879;ELTeC-eng;1865;;;;;;;low;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18652;Carroll, Lewis;Alice's Adventures in Wonderland;1865;1865;Carroll, Lewis [pseud.] ;texts/ENG18652_Carroll.xml;26391;English;https://viaf.org/viaf/66462036/;male;1832;1898;short;1860-1879;ELTeC-eng;1865;;1869;;;;;high;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
ENG18660;Eliot, George;Felix Holt, the Radical;1866;1866;Eliot, George [pseud.] ;texts/ENG18660_Eliot.xml;181371;English;https://viaf.org/viaf/89000553/;female;1819;1880;long;1860-1879;ELTeC-eng;1866;2000;;Chadwyck-Healey Ltd (A Bell & Howell Information and Learning company);;;;high;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
